"","SpeciesAuthor","SpeciesAccepted","CommonName","Genus","Family","Order","Class","Phylum","Kingdom","OrganismType","DicotMonoc","AngioGymno","Authors","Journal","YearPublication","DOI.ISBN","AdditionalSource","StudyDuration","StudyStart","StudyEnd","AnnualPeriodicity","NumberPopulations","MatrixCriteriaSize","MatrixCriteriaOntogeny","MatrixCriteriaAge","MatrixPopulation","Lat","Lon","Altitude","Country","Continent","Ecoregion","StudiedSex","MatrixComposite","MatrixTreatment","MatrixCaptivity","MatrixStartYear","MatrixStartSeason","MatrixStartMonth","MatrixEndYear","MatrixEndSeason","MatrixEndMonth","MatrixSplit","MatrixFec","Observation","MatrixDimension","SurvivalIssue","UID1","checkY","checknote","habitatAuthor","UID_new","Mean_repro","Net_repro","Age_50_dead","Age_99_dead","Age_999_dead","survival_index99","Survival_index999","Survival_index_La_RepExp","Growth","Retrogression","Repro_life_expectancy","Age_at_Maturity","GiniF_repro","Gini_life99","Gini_life999","Gen_time","NSeedStages"
"1629","Cirsium_palustre","Cirsium palustre","Marsh thistle","Cirsium","Compositae","Asterales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Ramula","Acta Oeco","2008","10.1016/j.actao.2007.11.005",NA,4,2002,2005,"1",2,"Rosette diameter; number of flowers","No","Yes","Näsudden",59.480727,18.592338,1,"SWE","Europe","FGS","A","Individual","Unmanipulated","W",2002,NA,NA,2005,NA,NA,"Divided","Yes","Control is lightly grazed",6,0.651666666666667,35,"Y_edits","Typo fixed and coordinates refined","grasslands",39,1.31448929809129,3.85431408978237,2,4,8,0.5,0.25,0.426757193173525,0.134044847815333,0,1.04347826086957,3.64302739619331,0.0815526947578741,0.741828437374905,0.343966210541339,3.59535300607678,1
"2093","Digitalis_purpurea_2","Digitalis purpurea",NA,"Digitalis","Plantaginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Sletvold; Rydgren","J Ecol","2007","10.1111/j.1365-2745.2007.01287.x","Sletvold J Ecol 2007 A1.doc",3,1998,2000,"1",2,"Rosette size","No","No","Ulvik",60.57,6.92,70,"SWE","Europe","TBM","A","Individual","Unmanipulated","W",1998,NA,NA,2000,NA,NA,"Divided","Yes",NA,6,0.7500044905,36,"Y_edits","coordinates edited to two decimal places","grasslands",42,0.0946432519152495,0.119545441044347,4,18,26,0.222222222222222,0.153846153846154,0.797859383328986,0.188811341534964,0.0369790460379815,1,4.01341474898799,0.92320516653388,0.853090525104572,0.900099738743964,8.1859768395164,1
"3150","Lathyrus_vernus","Lathyrus vernus",NA,"Lathyrus","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Ehrlen","J Ecol","1995","None","J Ecol 297-308; Ehrlen Ecol 2000",4,1988,1991,"1",11,"Plant volume","No","No","T1",58.1,17.0666666666667,0,"SWE","Europe","TBM","A","Individual","Unmanipulated","W",1988,NA,NA,1991,NA,NA,"Divided","Yes","GPS co-ordinates cited exactly as reported in original paper. These do not match written study site description (Geolocation lays in Baltic Sea).",7,1.00000000007407,37,"Y","Habitats added","grassland",47,0.0629901386998316,1.72958202082244,2,68,140,0.0294117647058824,0.0142857142857143,0.0440546155633377,0.238279594601356,0.135933897946632,34.726250111848,10.6719442527034,0.0147840018305472,0.135566144367488,0.0669554975867501,34.5467223145527,1
"3154","Lathyrus_vernus","Lathyrus vernus",NA,"Lathyrus","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Ehrlen","J Ecol","1995","None","J Ecol 297-308; Ehrlen Ecol 2000",4,1988,1991,"1",11,"Plant volume","No","No","T2",58.1,17.0666666666667,0,"SWE","Europe","TBM","A","Individual","Unmanipulated","W",1988,NA,NA,1991,NA,NA,"Divided","Yes","GPS co-ordinates cited exactly as reported in original paper. These do not match written study site description (Geolocation lays in Baltic Sea).",7,1,38,"Y","Habitats added","grassland",48,0.124425141439312,0.584211574589302,2,21,44,0.0952380952380952,0.0454545454545455,0.106961352682375,0.219060724707788,0.144412779919727,10.4234646436886,8.2748777935004,0.048702407339896,0.334404646070892,0.175891023601772,18.6247144339812,1
"3158","Lathyrus_vernus","Lathyrus vernus",NA,"Lathyrus","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Ehrlen","J Ecol","1995","None","J Ecol 297-308; Ehrlen Ecol 2000",4,1988,1991,"1",11,"Plant volume","No","No","T3",58.1,17.0666666666667,0,"SWE","Europe","TBM","A","Individual","Unmanipulated","W",1988,NA,NA,1991,NA,NA,"Divided","Yes","GPS co-ordinates cited exactly as reported in original paper. These do not match written study site description (Geolocation lays in Baltic Sea).",7,0.981118881118881,39,"Y","Habitats added","grassland",49,0.0529501879698021,0.487627965950252,2,34,73,0.0588235294117647,0.0273972602739726,0.0725701388670699,0.21402424513152,0.178167002917101,18.0915523471209,9.46799254590312,0.0299232045461855,0.24094148565038,0.117957087255729,30.1575050830941,1
"3162","Lathyrus_vernus","Lathyrus vernus",NA,"Lathyrus","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Ehrlen","J Ecol","1995","None","J Ecol 297-308; Ehrlen Ecol 2000",4,1988,1991,"1",11,"Plant volume","No","No","T4",58.1,17.0666666666667,0,"SWE","Europe","TBM","A","Individual","Unmanipulated","W",1988,NA,NA,1991,NA,NA,"Divided","Yes","GPS co-ordinates cited exactly as reported in original paper. These do not match written study site description (Geolocation lays in Baltic Sea).",7,1,40,"Y","Habitats added","grassland",50,0.0449021641520429,0.675354952207431,2,37,88,0.0540540540540541,0.0227272727272727,0.0600338916040035,0.259254143412796,0.195344711030263,24.8080242815692,8.50649101243229,0.00892134569057887,0.176075055374578,0.0743083225628794,32.8295859105769,1
"3170","Lathyrus_vernus","Lathyrus vernus",NA,"Lathyrus","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Ehrlen","J Ecol","1995","None","J Ecol 297-308; Ehrlen Ecol 2000",4,1988,1991,"1",11,"Plant volume","No","No","T6",58.1,17.0666666666667,0,"SWE","Europe","TBM","A","Individual","Unmanipulated","W",1988,NA,NA,1991,NA,NA,"Divided","Yes","GPS co-ordinates cited exactly as reported in original paper. These do not match written study site description (Geolocation lays in Baltic Sea).",7,1,41,"Y","Habitats added","grassland",52,0.211728101931806,26.7130375735414,2,224,469,0.00892857142857143,0.00426439232409382,0.0169466522212815,0.293816965361101,0.0957822529769453,108.98786890065,9.02954090306387,0.00595046466213625,0.0417268801083392,0.0200516362462784,32.149049473684,1
"3178","Lathyrus_vernus","Lathyrus vernus",NA,"Lathyrus","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Ehrlen","J Ecol","1995","None","J Ecol 297-308; Ehrlen Ecol 2000",4,1988,1991,"1",11,"Plant volume","No","No","H",58.1,17.05,0,"SWE","Europe","TBM","A","Individual","Unmanipulated","W",1988,NA,NA,1991,NA,NA,"Divided","Yes","GPS co-ordinates cited exactly as reported in original paper. These do not match written study site description (Geolocation lays in Baltic Sea).",7,0.999666666666667,42,"Y","Habitats added","forest",54,0.0222801275499822,0.236280079103204,2,37,75,0.0540540540540541,0.0266666666666667,0.0673248033360572,0.206978316392875,0.178656553020114,17.8152983203549,11.8914353186108,0.0021472320054281,0.165152336290693,0.0817575457677182,34.982142321592,1
"3182","Lathyrus_vernus","Lathyrus vernus",NA,"Lathyrus","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Ehrlen","J Ecol","1995","None","J Ecol 297-308; Ehrlen Ecol 2000",4,1988,1991,"1",11,"Plant volume","No","No","K",59.0333333333333,17.0666666666667,55,"SWE","Europe","TBM","A","Individual","Unmanipulated","W",1988,NA,NA,1991,NA,NA,"Divided","Yes",NA,7,1,43,"Y","Habitats added","forest",55,0.254531527390636,263.438897265242,2,1554,2655,0.00128700128700129,0.000753295668549906,0.0040935923862917,0.426226636993874,0.0865473157908725,481.562666850044,7.00576187223047,0.000473937145511764,0.0040416021817616,0.00236591622001727,31.1963825640319,1
"3186","Lathyrus_vernus","Lathyrus vernus",NA,"Lathyrus","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Ehrlen","J Ecol","1995","None","J Ecol 297-308; Ehrlen Ecol 2000",4,1988,1991,"1",11,"Plant volume","No","No","L",59.0333333333333,17.0666666666667,55,"SWE","Europe","TBM","A","Individual","Unmanipulated","W",1988,NA,NA,1991,NA,NA,"Divided","Yes",NA,7,1,44,"Y","Habitats added","forest",56,0.138559487292248,6.62754514289107,2,143,305,0.013986013986014,0.00655737704918033,0.0250025642988751,0.309059665049303,0.144895109027315,72.8823006799828,7.10949440521099,0.00507874123981433,0.0486269761713045,0.0228282966503866,37.2305565874319,1
"3190","Lathyrus_vernus","Lathyrus vernus",NA,"Lathyrus","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Ehrlen","J Ecol","1995","None","J Ecol 297-308; Ehrlen Ecol 2000",4,1988,1991,"1",11,"Plant volume","No","No","N",58.0166666666667,15.0666666666667,146,"SWE","Europe","TBM","A","Individual","Unmanipulated","W",1989,NA,NA,1991,NA,NA,"Divided","Yes",NA,7,0.985915492957746,45,"Y","Habitats added","grassland",57,0.0725049358411091,0.15597892910145,2,13,41,0.153846153846154,0.0487804878048781,0.0838498911303258,0.205930865341709,0.151727578853103,15.2550473730489,8.59710047162092,0.11939871190925,0.584388530088151,0.262753218261239,33.2790113316413,1
"4728","Silene_acaulis","Silene acaulis","Cushion plant","Silene","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Morris; Doak","Am J Bot","1998","None","Morris Ecol Monog 2005 (PDF - extra info); Forbit PhD thesis 2002; Ellis Ecol 2012",2,1995,1996,"1",5,"Number of rosettes; major axis length","No","Yes","Campion Crest",61.49,-142.84068,1230,"USA","N America","BOR","A","Individual","Unmanipulated","W",1995,NA,NA,2000,NA,NA,"Divided","Yes",NA,12,0.99596,46,"Y_edits","Lat long improved, matrices reloaded from originals to escape rounding issues, particularly with start of fecundity","scree",115,0.00676876682370812,1.08177872980262,2,571,1139,0.00350262697022767,0.00175592625109745,0.00790495855857979,0.12582533023383,0.0906122393693175,247.524752475245,5.48100146754601,0.0489728312290232,0.102107512641585,0.0523154186421551,295.853059845622,1
"4740","Silene_acaulis","Silene acaulis","Cushion plant","Silene","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Morris; Doak","Am J Bot","1998","None","Morris Ecol Monog 2005 (PDF - extra info); Forbit PhD thesis 2002; Ellis Ecol 2012",2,1995,1996,"1",5,"Number of rosettes; major axis length","No","Yes","Pass",61.49,-142.8215,1430,"USA","N America","BOR","A","Individual","Unmanipulated","W",1995,NA,NA,2000,NA,NA,"Divided","Yes",NA,12,0.99546,47,"Y_edits","Lat long improved, matrices reloaded from originals to escape rounding issues, particularly with start of fecundity","tundra meadow",116,0.0482892702082663,13.150503959076,2,363,869,0.00550964187327824,0.00230149597238205,0.00623725269811179,0.0413251383263523,0.0162829414886465,220.264317180618,100.38967854501,0.0468693657589659,0.259035599020156,0.129785289197504,173.926912625865,1
"4746","Silene_acaulis","Silene acaulis","Cushion plant","Silene","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Morris; Doak","Am J Bot","1998","None","Morris Ecol Monog 2005 (PDF - extra info); Forbit PhD thesis 2002; Ellis Ecol 2012",2,1995,1996,"1",5,"Number of rosettes; major axis length","No","Yes","Rock Glacier",61.49,-142.84708,1200,"USA","N America","BOR","A","Individual","Unmanipulated","W",1995,NA,NA,2000,NA,NA,"Divided","Yes",NA,12,0.98762,48,"Y_edits","Lat long improved, matrices reloaded from originals to escape rounding issues, particularly with start of fecundity","boulder field",117,0.0487918671422526,11.2724049219185,2,182,367,0.010989010989011,0.00544959128065395,0.0217533797932082,0.169065751255385,0.0277037032528578,80.7754442649429,11.1642919513317,0.105064274164863,0.250352382734072,0.129496059618971,80.75052863428,1
"4752","Silene_acaulis","Silene acaulis","Cushion plant","Silene","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Morris; Doak","Am J Bot","1998","None","Morris Ecol Monog 2005 (PDF - extra info); Forbit PhD thesis 2002; Ellis Ecol 2012",2,1995,1996,"1",5,"Number of rosettes; major axis length","No","Yes","Ridge",61.49,-142.81453,1550,"USA","N America","BOR","A","Individual","Unmanipulated","W",1995,NA,NA,2000,NA,NA,"Divided","Yes",NA,12,0.99212,49,"Y_edits","Lat long improved, matrices reloaded from originals to escape rounding issues, particularly with start of fecundity","alpine fell field",118,0.0112701552331731,0.862368289384862,2,294,585,0.00680272108843537,0.00341880341880342,0.013266436686586,0.0832577265173459,0.0513249790330235,126.903553299491,23.8528289340472,0.148526576204778,0.3069486202573,0.180383838814104,220.84959918923,1
"4893","Succisa_pratensis_3","Succisa pratensis",NA,"Succisa","Caprifoliaceae","Dipsacales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Milden","PhD thesis","2005","None",NA,4,2000,2003,"1",6,"Leaf area","No","No","Moist ungrazed",58.8333333333333,17.4,23,"SWE","Europe","TBM; BOR","A","Individual","Unmanipulated","W",2000,NA,NA,2003,NA,NA,"Divided","Yes",NA,5,0.916638066638066,50,"Y","Use as is","grasslands",120,0.216616109681081,0.0445061273109045,2,4,6,0.5,0.333333333333333,0.201543212464646,0.174595056579302,0.0564380832647928,4.52774774610786,5.39568244805378,0.470378339230809,1,0.860838941410315,10.3859112069525,1
"4897","Succisa_pratensis_3","Succisa pratensis",NA,"Succisa","Caprifoliaceae","Dipsacales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Milden","PhD thesis","2005","None",NA,4,2000,2003,"1",6,"Leaf area","No","No","Mesic ungrazed",58.8333333333333,17.4,23,"SWE","Europe","TBM; BOR","A","Individual","Unmanipulated","W",2000,NA,NA,2002,NA,NA,"Divided","Yes",NA,5,0.959183673469388,51,"Y","Use as is","grasslands",121,0.0816811248584523,0.00570277138092481,2,4,5,0.5,0.4,0.130760339988792,0.0688076318413853,0.118011273405889,9.05501921169986,6.24013832743946,NA,1,0.951919959977126,35.7759851427221,1
"4900","Succisa_pratensis_3","Succisa pratensis",NA,"Succisa","Caprifoliaceae","Dipsacales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Milden","PhD thesis","2005","None",NA,4,2000,2003,"1",6,"Leaf area","No","No","Roadverge",58.8333333333333,17.4,23,"SWE","Europe","TBM; BOR","A","Individual","Unmanipulated","W",2000,NA,NA,2003,NA,NA,"Divided","Yes",NA,5,0.884646995753025,52,"Y","Use as is","grasslands",122,0.180500096056057,0.389794348829001,2,4,9,0.5,0.222222222222222,0.14144207573252,0.230707841509535,0.0807099433621798,7.54044964095232,6.59961433677231,0.0265650009885568,0.966141548264016,0.474171090331125,13.7435776045653,1
"5100","Trillium_grandiflorum","Trillium grandiflorum",NA,"Trillium","Melanthiaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Knight","Am J Bot","2003","10.3732/ajb.90.8.1207","Knight Am J Bot 2003 Supp Data.pdf; Ellis Ecol 2012; Crone Cons Biol 2013; Knight Ecol Appl 2004.pdf",3,1999,2001,"1",12,"Number of leaves; leaf length","No","No","Deezik Creek",41.5166666666667,-80.43,391,"USA","N America","TBM","A","Individual","Unmanipulated","W",1998,NA,NA,2002,NA,NA,"Divided","Yes",NA,6,1,53,"Y_edits","Longitude fixed, high survival in late stages my cause problems in lifespan calculations","forest",124,0.325747591633638,0.75003791472593,2,9,68,0.222222222222222,0.0294117647058824,0.0322659075568601,0.14071083525423,0.0530432743790503,47.414554178512,14.5703751613968,0.0440799727631917,0.778806352785235,0.198154464097731,56.4599584043153,1
"5105","Trillium_grandiflorum","Trillium grandiflorum",NA,"Trillium","Melanthiaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Knight","Am J Bot","2003","10.3732/ajb.90.8.1207","Knight Am J Bot 2003 Supp Data.pdf; Ellis Ecol 2012; Crone Cons Biol 2013; Knight Ecol Appl 2004.pdf",3,1999,2001,"1",12,"Number of leaves; leaf length","No","No","Dibble Hill",41.7166666666667,-80.03,390,"USA","N America","TBM","A","Individual","Unmanipulated","W",1999,NA,NA,2002,NA,NA,"Divided","Yes",NA,6,1,54,"Y_edits","Longitude fixed, high survival in late stages my cause problems in lifespan calculations","forest",125,0.308681856361349,2.59124985958364,2,26,130,0.0769230769230769,0.0153846153846154,0.029179705743311,0.170106024244219,0.0545666558414758,53.8254358730914,14.7153512614214,0.0185686946638653,0.397045913326605,0.0951159842246427,43.3506311478374,1
"5109","Trillium_grandiflorum","Trillium grandiflorum",NA,"Trillium","Melanthiaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Knight","Am J Bot","2003","10.3732/ajb.90.8.1207","Knight Am J Bot 2003 Supp Data.pdf; Ellis Ecol 2012; Crone Cons Biol 2013; Knight Ecol Appl 2004.pdf",3,1999,2001,"1",12,"Number of leaves; leaf length","No","No","Denny Run",41.6666666666667,-80.23,408,"USA","N America","TBM","A","Individual","Unmanipulated","W",1999,NA,NA,2002,NA,NA,"Divided","Yes",NA,6,1,55,"Y_edits","Longitude fixed, high survival in late stages my cause problems in lifespan calculations","forest",126,0.540362322355693,12.0026079303778,2,12,331,0.166666666666667,0.00604229607250755,0.0118458617050249,0.16777400434509,0.0163748792249008,158.474675873607,10.3606566502922,0.00694160698036764,0.672370878056731,0.0317345583148198,56.3140743045327,1
"5113","Trillium_grandiflorum","Trillium grandiflorum",NA,"Trillium","Melanthiaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Knight","Am J Bot","2003","10.3732/ajb.90.8.1207","Knight Am J Bot 2003 Supp Data.pdf; Ellis Ecol 2012; Crone Cons Biol 2013; Knight Ecol Appl 2004.pdf",3,1999,2001,"1",12,"Number of leaves; leaf length","No","No","Ellis Road",41.7833333333333,-80.08,399,"USA","N America","TBM","A","Individual","Unmanipulated","W",1999,NA,NA,2002,NA,NA,"Divided","Yes",NA,6,1,56,"Y_edits","Longitude fixed, high survival in late stages my cause problems in lifespan calculations","forest",127,0.0970734208718316,0.298224126625209,2,28,102,0.0714285714285714,0.0196078431372549,0.0319269860007877,0.100279936986197,0.07728506819387,40.0664017351004,22.5765298573355,0.00446552813451504,0.372037440014093,0.115117116518676,62.2857886757601,1
"5117","Trillium_grandiflorum","Trillium grandiflorum",NA,"Trillium","Melanthiaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Knight","Am J Bot","2003","10.3732/ajb.90.8.1207","Knight Am J Bot 2003 Supp Data.pdf; Ellis Ecol 2012; Crone Cons Biol 2013; Knight Ecol Appl 2004.pdf",3,1999,2001,"1",12,"Number of leaves; leaf length","No","No","Fox Road",41.8,-80.2,394,"USA","N America","TBM","A","Individual","Unmanipulated","W",1999,NA,NA,2002,NA,NA,"Divided","Yes",NA,6,1,57,"Y_edits","Longitude fixed, high survival in late stages my cause problems in lifespan calculations","forest",128,0.0400265063700615,0.181502525694052,2,7,91,0.285714285714286,0.021978021978022,0.0265107655454223,0.0970913661747581,0.0943859411532692,51.7102047862887,23.7308456267328,0.00518400306954447,0.841204539143779,0.131836258454898,95.6034404297749,1
"5121","Trillium_grandiflorum","Trillium grandiflorum",NA,"Trillium","Melanthiaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Knight","Am J Bot","2003","10.3732/ajb.90.8.1207","Knight Am J Bot 2003 Supp Data.pdf; Ellis Ecol 2012; Crone Cons Biol 2013; Knight Ecol Appl 2004.pdf",3,1999,2001,"1",12,"Number of leaves; leaf length","No","No","Georgetown Road",41.4,-80,455,"USA","N America","TBM","A","Individual","Unmanipulated","W",1999,NA,NA,2002,NA,NA,"Divided","Yes",NA,6,1,58,"Y_edits","Longitude fixed, high survival in late stages my cause problems in lifespan calculations","forest",129,0.0676862672825946,0.909203636058425,2,82,175,0.024390243902439,0.0114285714285714,0.0267402417645201,0.114783977836974,0.0711791962026997,47.2783485196994,27.5152908801384,0.00091873519353381,0.138940986042685,0.0663144155047993,54.1003293236408,1
"5125","Trillium_grandiflorum","Trillium grandiflorum",NA,"Trillium","Melanthiaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Knight","Am J Bot","2003","10.3732/ajb.90.8.1207","Knight Am J Bot 2003 Supp Data.pdf; Ellis Ecol 2012; Crone Cons Biol 2013; Knight Ecol Appl 2004.pdf",3,1999,2001,"1",12,"Number of leaves; leaf length","No","No","Liembach Road",41.7333333333333,-80.05,397,"USA","N America","TBM","A","Individual","Unmanipulated","W",1999,NA,NA,2002,NA,NA,"Divided","Yes",NA,6,1,59,"Y_edits","Longitude fixed, high survival in late stages my cause problems in lifespan calculations","forest",130,0.249470922136217,0.238747690354831,2,14,48,0.142857142857143,0.0416666666666667,0.0419840053340555,0.115798821183894,0.0502504466080242,31.1554383015245,16.4817507681352,0.134537171000177,0.662811889047013,0.362721204304118,46.8540728445898,1
"5129","Trillium_grandiflorum","Trillium grandiflorum",NA,"Trillium","Melanthiaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Knight","Am J Bot","2003","10.3732/ajb.90.8.1207","Knight Am J Bot 2003 Supp Data.pdf; Ellis Ecol 2012; Crone Cons Biol 2013; Knight Ecol Appl 2004.pdf",3,1999,2001,"1",12,"Number of leaves; leaf length","No","No","R. Higgens property",41.4833333333333,-80.4,395,"USA","N America","TBM","A","Individual","Unmanipulated","W",1998,NA,NA,2002,NA,NA,"Divided","Yes",NA,6,1,60,"Y_edits","Longitude fixed, high survival in late stages my cause problems in lifespan calculations","forest",131,0.298240948294147,11.8917875846151,2,119,312,0.0168067226890756,0.00641025641025641,0.0186025214014311,0.219196811926113,0.0532593855759013,92.506757545431,15.0055498908147,0.00588396416648272,0.101247911572386,0.0392033646186023,41.5276412536202,1
"5134","Trillium_grandiflorum","Trillium grandiflorum",NA,"Trillium","Melanthiaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Knight","Am J Bot","2003","10.3732/ajb.90.8.1207","Knight Am J Bot 2003 Supp Data.pdf; Ellis Ecol 2012; Crone Cons Biol 2013; Knight Ecol Appl 2004.pdf",3,1999,2001,"1",12,"Number of leaves; leaf length","No","No","Raymilton",41.3333333333333,-79.97,425,"USA","N America","TBM","A","Individual","Unmanipulated","W",1999,NA,NA,2002,NA,NA,"Divided","Yes",NA,6,1,61,"Y_edits","Longitude fixed, high survival in late stages my cause problems in lifespan calculations","forest",132,0.097512265257406,0.0663011649784642,2,13,47,0.153846153846154,0.0425531914893617,0.0500777005955131,0.0915720363655108,0.0498437663584117,21.5507442162162,18.3871917556122,0.0119744961799054,0.615973373322404,0.219000450787764,47.1268024977769,1
"5138","Trillium_grandiflorum","Trillium grandiflorum",NA,"Trillium","Melanthiaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Knight","Am J Bot","2003","10.3732/ajb.90.8.1207","Knight Am J Bot 2003 Supp Data.pdf; Ellis Ecol 2012; Crone Cons Biol 2013; Knight Ecol Appl 2004.pdf",3,1999,2001,"1",12,"Number of leaves; leaf length","No","No","Tryon Webber Woods",41.6,-80.35,384,"USA","N America","TBM","A","Individual","Unmanipulated","W",1998,NA,NA,2002,NA,NA,"Divided","Yes",NA,6,1,62,"Y_edits","Longitude fixed, high survival in late stages my cause problems in lifespan calculations","forest",133,0.0596181735608839,0.467735641326608,3,83,156,0.036144578313253,0.0192307692307692,0.0462555495772349,0.122948903933006,0.0967018395727055,36.7919191017761,28.0651635060258,1.79121070689181e-05,0.0997879727736783,0.0533113192633537,51.6730278118922,1
"5143","Trillium_grandiflorum","Trillium grandiflorum",NA,"Trillium","Melanthiaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Knight","Am J Bot","2003","10.3732/ajb.90.8.1207","Knight Am J Bot 2003 Supp Data.pdf; Ellis Ecol 2012; Crone Cons Biol 2013; Knight Ecol Appl 2004.pdf",3,1999,2001,"1",12,"Number of leaves; leaf length","No","No","Woodcock Lake",41.6833333333333,-80.07,387,"USA","N America","TBM","A","Individual","Unmanipulated","W",1999,NA,NA,2002,NA,NA,"Divided","Yes",NA,6,1,63,"Y_edits","Longitude fixed, high survival in late stages my cause problems in lifespan calculations","forest",134,0.516883462266489,72.1209758294202,2,391,1324,0.0051150895140665,0.00151057401812689,0.00467616219108474,0.194278268412143,0.0260726735773116,411.730884351858,15.9702770434991,0.000536539878074788,0.0272726893017804,0.00806683262943929,56.0586700017237,1
"5147","Trillium_grandiflorum","Trillium grandiflorum",NA,"Trillium","Melanthiaceae","Liliales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Knight","Am J Bot","2003","10.3732/ajb.90.8.1207","Knight Am J Bot 2003 Supp Data.pdf; Ellis Ecol 2012; Crone Cons Biol 2013; Knight Ecol Appl 2004.pdf",3,1999,2001,"1",12,"Number of leaves; leaf length","No","No","Whitehill Road",41.75,-79.95,404,"USA","N America","TBM","A","Individual","Unmanipulated","W",1999,NA,NA,2002,NA,NA,"Divided","Yes",NA,6,1,64,"Y_edits","Longitude fixed, high survival in late stages my cause problems in lifespan calculations","forest",135,0.223466623157003,0.330334874535306,2,18,69,0.111111111111111,0.0289855072463768,0.0468187031739365,0.146348833383746,0.0763910134650173,27.270401535268,15.4475693698591,0.00435923655651815,0.469285078012332,0.132862716917156,42.1000421944657,1
"5567","Ardisia_elliptica","Ardisia elliptica","Shoebutton Ardisia","Ardisia","Primulaceae","Ericales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Koop; Horvitz","Ecology","2005","10.1890/04-1483",NA,3,1999,2001,"1",5,"Plant height","No","No","Forest Edge",25.5,-88.8,NA,"USA","N America","TMB","A","Individual","Unmanipulated","W",1999,NA,NA,2002,NA,NA,"Divided","Yes","Relatively undisturbed hardwood",8,0.999666666666667,65,"Y_edits","edits to Transitional Forest 2000 based on original. Also do not matrixPopulation Schinus thicket 2000 as this is a replicate of 1999 and not in the original paper","Transitional forest",142,0.154994726767053,3.06361332836555,2,21,72,0.0952380952380952,0.0277777777777778,0.0334731705536452,0.119185103012418,0.0321183683341421,40.862999729212,18.8863448031422,0.406024272272616,0.686883918394754,0.544650920841536,84.1596295888043,1
