Name_submitted,Name_matched,Name_match_with_do_not_use,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid,Checked_ruth
Myrcia sylvatica,Myrcia sylvatica,Myrcia sylvatica,1,Accepted,Myrcia sylvatica,(G. Mey.) DC.,Myrtaceae,tropicos, ,,
Myrsine guianensis,Myrsine guianensis,Myrsine guianensis,1,Synonym,Myrsine cubana,A. DC.,Primulaceae,usda, ,,
Myrsine guianensis,Myrsine guianensis,Myrsine guianensis,1,Accepted,Myrsine guianensis,(Aubl.) Kuntze,Primulaceae,tpl;tropicos, ,,
Narcissus poeticus,Narcissus poeticus,Narcissus poeticus,1,Accepted,Narcissus poeticus,L.,Amaryllidaceae,tpl;tropicos;usda, ,,
Narcissus pseudonarcissus,Narcissus pseudonarcissus,Narcissus pseudonarcissus,1,Accepted,Narcissus pseudonarcissus,L.,Amaryllidaceae,tpl;tropicos;usda, ,,
Nassella viridula,Nassella viridula,Nassella viridula,1,Accepted,Nassella viridula,(Trin.) Barkworth,Poaceae,tpl;tropicos;usda, ,,
Nothofagus fusca,Nothofagus fusca,Nothofagus fusca,1,Accepted,Nothofagus fusca,(Hook.f.) Oerst.,Nothofagaceae,tpl, ,,
Nothofagus fusca,Nothofagus fusca,Nothofagus fusca,1,Accepted,Nothofagus fusca,(Blume) Oerst.,Nothofagaceae,tropicos, ,,
Fagus crenata,Fagus crenata,Do not use,1,Synonym,Nothofagus fusca,(Blume) Oerst.,Nothofagaceae,tropicos, ,,Do not use
Ocotea usambarensis,Ocotea usambarensis,Ocotea usambarensis,1,Accepted,Ocotea usambarensis,Engl.,Lauraceae,tpl;tropicos, ,,
Oenothera californica,Oenothera californica,Oenothera californica,1,Accepted,Oenothera californica,(S. Watson) S. Watson,Onagraceae,tpl;tropicos;usda, ,,
Oenothera deltoides,Oenothera deltoides,Oenothera deltoides,1,Accepted,Oenothera deltoides,Torr. & Fr?m.,Onagraceae,tpl;tropicos;usda, ,,
Oenothera glazioviana,Oenothera glazioviana,Oenothera glazioviana,1,Accepted,Oenothera glazioviana,Micheli,Onagraceae,tpl;tropicos;usda, ,,
Onopordum illyricum,Onopordum illyricum,Onopordum illyricum,1,Accepted,Onopordum illyricum,L.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:38347BE6-B548-43F4-8C8A-2286DD3883C1,
Ophrys sphegodes,Ophrys sphegodes,Ophrys sphegodes,1,Accepted,Ophrys sphegodes,Mill.,Orchidaceae,tpl, ,,
Opuntia macrocentra,Opuntia macrocentra,Opuntia macrocentra,1,Accepted,Opuntia macrocentra,Engelm.,Cactaceae,tpl;tropicos;usda, ,,
Opuntia macrorhiza,Opuntia macrorhiza,Opuntia macrorhiza,1,Accepted,Opuntia macrorhiza,Engelm.,Cactaceae,tpl;tropicos;usda, ,,
Opuntia stricta,Opuntia stricta,Opuntia stricta,1,Accepted,Opuntia stricta,(Haw.) Haw.,Cactaceae,tpl;tropicos;usda, ,,
Orchis purpurea,Orchis purpurea,Orchis purpurea,1,Accepted,Orchis purpurea,Huds.,Orchidaceae,tpl;tropicos, ,,
Oryza sativa,Oryza sativa,Oryza sativa,1,Accepted,Oryza sativa,L.,Poaceae,tpl;tropicos;usda, ,,
Oxalis acetosella,Oxalis acetosella,Oxalis acetosella,1,Accepted,Oxalis acetosella,L.,Oxalidaceae,tpl;tropicos, ,,
Oxalis acetosella,Oxalis acetosella,Oxalis acetosella,1,Synonym,Oxalis montana,Raf.,Oxalidaceae,usda, ,,
Oxandra asbeckii,Oxandra asbeckii,Oxandra asbeckii,1,Accepted,Oxandra asbeckii,(Pulle) R.E.Fr.,Annonaceae,tpl, ,,
Oxandra asbeckii,Oxandra asbeckii,Oxandra asbeckii,1,Accepted,Oxandra asbeckii,(Pulle) R.E. Fr.,Annonaceae,tropicos, ,,
Pachycereus grandis,Pachycereus grandis,Pachycereus grandis,1,Accepted,Pachycereus grandis,Rose,Cactaceae,tpl;tropicos, ,,
Pachycereus pecten-aboriginum,Pachycereus pecten-aboriginum,Pachycereus pecten-aboriginum,1,Accepted,Pachycereus pecten-aboriginum,(Engelm. ex S.Watson) Britton & Rose,Cactaceae,tpl, ,,
Pachycereus pecten-aboriginum,Pachycereus pecten-aboriginum,Pachycereus pecten-aboriginum,1,Accepted,Pachycereus pecten-aboriginum,(Engelm. ex S. Watson) Britton & Rose,Cactaceae,tropicos, ,,
Paeonia officinalis,Paeonia officinalis,Paeonia officinalis,1,Accepted,Paeonia officinalis,L.,Paeoniaceae,tpl;usda, ,,
Paliurus ramosissimus,Paliurus ramosissimus,Paliurus ramosissimus,1,Accepted,Paliurus ramosissimus,(Lour.) Poir.,Rhamnaceae,tpl;tropicos, ,,
Panax quinquefolius,Panax quinquefolius,Panax quinquefolius,1,Accepted,Panax quinquefolius,L.,Araliaceae,tpl;tropicos;usda, ,,
Parkinsonia aculeata,Parkinsonia aculeata,Parkinsonia aculeata,1,Accepted,Parkinsonia aculeata,L.,Fabaceae,ildis;tropicos;usda, ,,
Paronychia pulvinata,Paronychia pulvinata,Paronychia pulvinata,1,Synonym,Paronychia chartacea ssp. chartacea,Fernald,Caryophyllaceae,usda, ,,
Paronychia pulvinata,Paronychia pulvinata,Paronychia pulvinata,1,Accepted,Paronychia pulvinata,A. Gray,Caryophyllaceae,tpl;tropicos;usda, ,,
Pectocarya recurvata,Pectocarya recurvata,Pectocarya recurvata,1,Accepted,Pectocarya recurvata,I.M. Johnst.,Boraginaceae,tpl;tropicos;usda, ,,
Pedicularis lanceolata,Pedicularis lanceolata,Pedicularis lanceolata,1,Accepted,Pedicularis lanceolata,Michx.,Orobanchaceae,tpl;tropicos;usda, ,,
Psoralea esculenta,Psoralea esculenta,Psoralea esculenta,1,Synonym,Pediomelum esculentum,(Pursh) Rydb.,Fabaceae,tropicos, ,,Okay
Psoralea esculenta,Psoralea esculenta,Psoralea esculenta,1,Synonym,Pediomelum esculentum,(Pursh) Rydb.,Fabaceae,usda, ,,Okay
Pentaclethra macroloba,Pentaclethra macroloba,Pentaclethra macroloba,1,Accepted,Pentaclethra macroloba,(Willd.)Kuntze,Fabaceae,ildis, ,,
Pentaclethra macroloba,Pentaclethra macroloba,Pentaclethra macroloba,1,Accepted,Pentaclethra macroloba,(Willd.) Kuntze,Fabaceae,tropicos, ,,
Persicaria maculosa,Persicaria maculosa,Persicaria maculosa,1,Accepted,Persicaria maculosa,Gray,Polygonaceae,tpl;tropicos, ,,
Polygonum perfoliatum,Polygonum perfoliatum,Polygonum perfoliatum,1,Synonym,Persicaria perfoliata,(L.) H. Gross,Polygonaceae,tropicos, ,,
Persoonia lanceolata,Persoonia lanceolata,Persoonia lanceolata,1,Accepted,Persoonia lanceolata,,,tropicos,,,okay to use - added from tropicos
Persoonia mollis,Persoonia mollis,Persoonia mollis,1,Accepted,Persoonia mollis,,,tropicos,,,okay to use - added from tropicos
Petrophile pulchella,Petrophile pulchella,Petrophile pulchella,1,Accepted,Petrophile pulchella,(Schrad.) R. Br.,Proteaceae,tropicos, ,,
Phalaris brachystachys,Phalaris brachystachys,Phalaris brachystachys,1,Accepted,Phalaris brachystachys,Link,Poaceae,tpl;tropicos;usda, ,,
Phaseolus lunatus,Phaseolus lunatus,Phaseolus lunatus,1,Accepted,Phaseolus lunatus,,Fabaceae,tpl, ,,
Phaseolus lunatus,Phaseolus lunatus,Phaseolus lunatus,1,Accepted,Phaseolus lunatus,L.,Fabaceae,ildis;tropicos;usda, ,,
Phlox drummondii,Phlox drummondii,Phlox drummondii,1,Accepted,Phlox drummondii,Hook.,Polemoniaceae,tpl;tropicos;usda, ,,
Phyllanthus emblica,Phyllanthus emblica,Phyllanthus emblica,1,Accepted,Phyllanthus emblica,L.,Phyllanthaceae,tpl;tropicos;usda, ,,
Picea glehnii,Picea glehnii,Picea glehnii,1,Accepted,Picea glehnii,(F.Schmidt) Mast.,Pinaceae,tpl, ,,
Picea glehnii,Picea glehnii,Picea glehnii,1,Accepted,Picea glehnii,(F. Schmidt) Mast.,Pinaceae,usda, ,,
Picea jezoensis,Picea jezoensis,Picea jezoensis,1,Accepted,Picea jezoensis,(Siebold & Zucc.) Carri?re,Pinaceae,tpl;tropicos, ,,
Pinus nigra,Pinus nigra,Do not use,1,Synonym,Picea mariana,"(Mill.) Britton, Sterns & Poggenb.",Pinaceae,tpl, [Ambiguous match] ,,Do not use
Picris hieracioides,Picris hieracioides,Picris hieracioides,1,Accepted,Picris hieracioides,L.,Asteraceae,gcc;tropicos;usda, [Ambiguous match] ,urn:lsid:compositae.org:names:5F239749-F876-4194-97F1-4D6195608067,
Picris hieracioides,Picris hieracioides,Picris hieracioides,1,Accepted,Picris hieracioides,Sibth. & Sm.,Asteraceae,gcc, [Ambiguous match] ,urn:lsid:compositae.org:names:FD47E8DD-6169-4FC1-A251-A03FE4A49A1D,
Hieracium floribundum,Hieracium floribundum,Hieracium floribundum,1,Synonym,Pilosella floribunda,(Wimm. & Grab.) Fr.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:99E8526C-6C89-401B-B67F-0FA5B38E89CB,
Pilosella officinarum,Pilosella officinarum,Pilosella officinarum,1,Accepted,Pilosella officinarum,F.W.Schultz & Sch.Bip.,Asteraceae,gcc, [Ambiguous match] ,urn:lsid:compositae.org:names:CE0545A9-81F9-46EE-AE15-65125BE11186,
Pilosella officinarum,Pilosella officinarum,Pilosella officinarum,1,Accepted,Pilosella officinarum,Vaill.,Asteraceae,gcc, [Ambiguous match] ,urn:lsid:compositae.org:names:C535558F-EF30-496C-A778-2F14A7333301,
Pimpinella saxifraga,Pimpinella saxifraga,Pimpinella saxifraga,1,Accepted,Pimpinella saxifraga,L.,Apiaceae,tpl;tropicos;usda, ,,
Pinguicula alpina,Pinguicula alpina,Pinguicula alpina,1,Accepted,Pinguicula alpina,L.,Lentibulariaceae,tpl;tropicos, ,,
Pinguicula vulgaris,Pinguicula vulgaris,Pinguicula vulgaris,1,Accepted,Pinguicula vulgaris,L.,Lentibulariaceae,tpl;tropicos;usda, ,,
Pinus albicaulis,Pinus albicaulis,Pinus albicaulis,1,Accepted,Pinus albicaulis,Engelm.,Pinaceae,tpl;tropicos;usda, ,,
Pinus cembroides,Pinus cembroides,Pinus cembroides,1,Synonym,Pinus albicaulis,Engelm.,Pinaceae,tpl, [Ambiguous match] ,,
Pinus cembroides,Pinus cembroides,Pinus cembroides,1,Accepted,Pinus cembroides,Zucc.,Pinaceae,tpl;tropicos;usda, ,,
Pinus fenzeliana,Pinus fenzeliana,Pinus fenzeliana,1,Accepted,Pinus fenzeliana,Hand.-Mazz.,Pinaceae,tpl;tropicos, ,,
Picea glehnii,Picea glehnii,Picea glehnii,1,Synonym,Pinus glehnii,(F. Schmidt) Voss,Pinaceae,tropicos, ,,
Pinus jeffreyi,Pinus jeffreyi,Pinus jeffreyi,1,Accepted,Pinus jeffreyi,A.Murray bis,Pinaceae,tpl, ,,
Pinus jeffreyi,Pinus jeffreyi,Pinus jeffreyi,1,Accepted,Pinus jeffreyi,Balf.,Pinaceae,tropicos;usda, ,,
Pinus lambertiana,Pinus lambertiana,Pinus lambertiana,1,Accepted,Pinus lambertiana,Douglas,Pinaceae,tpl;tropicos;usda, ,,
Pinus massoniana,Pinus massoniana,Pinus massoniana,1,Accepted,Pinus massoniana,Lamb.,Pinaceae,tpl;usda, ,,
Pinus massoniana,Pinus massoniana,Pinus massoniana,1,Accepted,Pinus massoniana,D. Don,Pinaceae,tropicos, ,,
Pinus maximartinezii,Pinus maximartinezii,Pinus maximartinezii,1,Accepted,Pinus maximartinezii,Rzed.,Pinaceae,tpl;tropicos;usda, ,,
Pinus monticola,Pinus monticola,Pinus monticola,1,Accepted,Pinus monticola,Douglas ex D.Don,Pinaceae,tpl, ,,
Pinus monticola,Pinus monticola,Pinus monticola,1,Accepted,Pinus monticola,Douglas ex D. Don,Pinaceae,tropicos;usda, ,,
Pinus nigra laricio,Pinus nigra,Pinus nigra,0.96,Synonym,Pinus nigra,Arnold,Pinaceae,usda, ,,
Pinus nigra,Pinus nigra,Pinus nigra,1,Accepted,Pinus nigra,J.F.Arnold,Pinaceae,tpl, ,,
Pinus nigra,Pinus nigra,Pinus nigra,1,Accepted,Pinus nigra,J.F. Arnold,Pinaceae,tropicos, ,,
Pinus nigra,Pinus nigra,Pinus nigra,1,Accepted,Pinus nigra,Arnold,Pinaceae,usda, ,,
Pinus nigra,Pinus nigra,Pinus nigra,1,Synonym,Pinus nigra,J.F.Arnold,Pinaceae,tpl, [Ambiguous match] ,,
Pinus palustris,Pinus palustris,Pinus palustris,1,Accepted,Pinus palustris,Mill.,Pinaceae,tpl;tropicos;usda, ,,
Pinus pinaster,Pinus pinaster,Pinus pinaster,1,Accepted,Pinus pinaster,Aiton,Pinaceae,tpl;tropicos;usda, ,,
Pinus ponderosa,Pinus ponderosa,Pinus ponderosa,1,Accepted,Pinus ponderosa,Douglas ex C.Lawson,Pinaceae,tpl, ,,
Pinus ponderosa,Pinus ponderosa,Pinus ponderosa,1,Accepted,Pinus ponderosa,P. Lawson & C. Lawson,Pinaceae,tropicos, ,,
Pinus ponderosa,Pinus ponderosa,Pinus ponderosa,1,Accepted,Pinus ponderosa,Lawson & C. Lawson,Pinaceae,usda, ,,
Pinus radiata,Pinus radiata,Pinus radiata,1,Accepted,Pinus radiata,D.Don,Pinaceae,tpl, ,,
Pinus radiata,Pinus radiata,Pinus radiata,1,Accepted,Pinus radiata,D. Don,Pinaceae,tropicos;usda, ,,
Pinus strobus,Pinus strobus,Pinus strobus,1,Accepted,Pinus strobus,L.,Pinaceae,tpl;tropicos;usda, ,,
Pinus sylvestris,Pinus sylvestris,Pinus sylvestris,1,Accepted,Pinus sylvestris,L.,Pinaceae,tpl;tropicos;usda, ,,
Pinus massoniana,Pinus massoniana,Do not use,1,Synonym,Pinus thunbergii,Parl.,Pinaceae,tpl, ,,Do not use/ ambiguous and original data is in phd thesis
Plantago coronopus,Plantago coronopus,Plantago coronopus,1,Accepted,Plantago coronopus,L.,Plantaginaceae,tpl;tropicos;usda, ,,
Plantago lanceolata,Plantago lanceolata,Plantago lanceolata,1,Accepted,Plantago lanceolata,L.,Plantaginaceae,tpl;tropicos;usda, ,,
Plantago major,Plantago major,Plantago major,1,Accepted,Plantago major,L.,Plantaginaceae,tpl;tropicos;usda, ,,
Plantago maritima,Plantago maritima,Plantago maritima,1,Accepted,Plantago maritima,L.,Plantaginaceae,tpl;tropicos;usda, ,,
Plantago media,Plantago media,Plantago media,1,Accepted,Plantago media,L.,Plantaginaceae,tpl;tropicos;usda, ,,
Plantago insularis,Plantago insularis,Do not use,1,Synonym,Plantago ovata,Forssk.,Plantaginaceae,usda, ,,Do not use - controversial species name.  Name in paper is Plantago insularis Fossk though. So it could be this. 
Plantago patagonica,Plantago patagonica,Plantago patagonica,1,Accepted,Plantago patagonica,Jacq.,Plantaginaceae,tpl;tropicos;usda, ,,
Plantago rugelii,Plantago rugelii,Plantago rugelii,1,Accepted,Plantago rugelii,Decne.,Plantaginaceae,tpl;tropicos;usda, ,,
Hilaria mutica,Hilaria mutica,Hilaria mutica,1,Synonym,Pleuraphis mutica,Buckley,Poaceae,usda, ,,Okay
Poa alpina,Poa alpina,Poa alpina,1,Accepted,Poa alpina,L.,Poaceae,tpl;tropicos;usda, ,,
Poa alpina,Poa alpina,Do not use,1,Synonym,Poa bulbosa,L.,Poaceae,tpl, ,,Do not use
Poa sylvestris,Poa sylvestris,Poa sylvestris,1,Accepted,Poa sylvestris,A.Gray,Poaceae,tpl, ,,
Poa sylvestris,Poa sylvestris,Poa sylvestris,1,Accepted,Poa sylvestris,A. Gray,Poaceae,tropicos;usda, ,,
Podophyllum peltatum,Podophyllum peltatum,Podophyllum peltatum,1,Accepted,Podophyllum peltatum,L.,Berberidaceae,tpl;tropicos;usda, ,,
Polygonum perfoliatum,Polygonum perfoliatum,Polygonum perfoliatum,1,Accepted,Polygonum perfoliatum,L.,Polygonaceae,tpl;usda, ,,
Persicaria maculosa,Persicaria maculosa,Persicaria maculosa,1,Synonym,Polygonum persicaria,L.,Polygonaceae,usda, ,,Okay to use matched name
Polystichum aculeatum,Polystichum aculeatum,Polystichum aculeatum,1,Accepted,Polystichum aculeatum,(L.) Roth ex Mert.,Dryopteridaceae,tpl;tropicos, ,,
Polystichum setiferum,Polystichum setiferum,Polystichum setiferum,1,Accepted,Polystichum setiferum,(Forssk.) Moore ex Woyn.,Dryopteridaceae,tpl;tropicos, ,,
Potentilla anserina,Potentilla anserina,Potentilla anserina,1,Accepted,Potentilla anserina,L.,Rosaceae,tpl;tropicos, ,,
Potentilla recta,Potentilla recta,Potentilla recta,1,Accepted,Potentilla recta,L.,Rosaceae,tpl;tropicos;usda, ,,
Primula elatior,Primula elatior,Primula elatior,1,Accepted,Primula elatior,(L.) Hill,Primulaceae,tpl;usda, ,,
Primula farinosa,Primula farinosa,Primula farinosa,1,Accepted,Primula farinosa,L.,Primulaceae,tpl;tropicos, ,,
Primula farinosa,Primula farinosa,Primula farinosa,1,Synonym,Primula laurentiana,Fernald,Primulaceae,usda, ,,
Primula veris,Primula veris,Primula veris,1,Accepted,Primula veris,L.,Primulaceae,tpl;tropicos;usda, ,,
Primula vulgaris,Primula vulgaris,Primula vulgaris,1,Accepted,Primula vulgaris,Huds.,Primulaceae,tpl, ,,
Prioria copaifera,Prioria copaifera,Prioria copaifera,1,Accepted,Prioria copaifera,Griseb.,Fabaceae,ildis;tropicos, ,,
Prosopis flexuosa,Prosopis flexuosa,Prosopis flexuosa,1,Accepted,Prosopis flexuosa,DC.,Fabaceae,ildis;tropicos, ,,
Prosopis glandulosa,Prosopis glandulosa,Prosopis glandulosa,1,Accepted,Prosopis glandulosa,Torr.,Fabaceae,ildis;tropicos;usda, ,,
Prosopis laevigata,Prosopis laevigata,Prosopis laevigata,1,Accepted,Prosopis laevigata,(Willd.)M.C.Johnst.,Fabaceae,ildis, ,,
Prosopis laevigata,Prosopis laevigata,Prosopis laevigata,1,Accepted,Prosopis laevigata,(Humb. & Bonpl. ex Willd.) M.C. Johnst.,Fabaceae,tropicos;usda, ,,
Protea neriifolia,Protea neriifolia,Protea neriifolia,1,Accepted,Protea neriifolia,R. Br.,Proteaceae,tpl;tropicos, ,,
Prunus africana,Prunus africana,Prunus africana,1,Accepted,Prunus africana,(Hook.f.) Kalkman,Rosaceae,tpl, ,,
Prunus africana,Prunus africana,Prunus africana,1,Accepted,Prunus africana,(Hook. f.) Kalkman,Rosaceae,tropicos, ,,
Prunus mahaleb,Prunus mahaleb,Prunus mahaleb,1,Accepted,Prunus mahaleb,L.,Rosaceae,tpl;tropicos;usda, ,,
Prunus serotina,Prunus serotina,Prunus serotina,1,Accepted,Prunus serotina,Ehrh.,Rosaceae,tpl;tropicos;usda, ,,
Prunus serotina,Prunus serotina,Do not use,1,Synonym,Prunus virginiana,L.,Rosaceae,tpl, ,,Do not use
Pseudophoenix sargentii,Pseudophoenix sargentii,Pseudophoenix sargentii,1,Accepted,Pseudophoenix sargentii,H.Wendl. ex Sarg.,Arecaceae,tpl, ,,
Pseudophoenix sargentii,Pseudophoenix sargentii,Pseudophoenix sargentii,1,Accepted,Pseudophoenix sargentii,H. Wendl. ex Sarg.,Arecaceae,tropicos;usda, ,,
Psidium guajava,Psidium guajava,Psidium guajava,1,Accepted,Psidium guajava,L.,Myrtaceae,tpl;tropicos;usda, ,,
Psoralea esculenta,Psoralea esculenta,Psoralea esculenta,1,Accepted,Psoralea esculenta,Pursh,Fabaceae,ildis, ,,
Psoralea tenuiflora,Psoralea tenuiflora,Psoralea tenuiflora,1,Accepted,Psoralea tenuiflora,Pursh,Fabaceae,ildis, ,,
Psoralea tenuiflora,Psoralea tenuiflora,Psoralea tenuiflora,1,Synonym,Psoralidium tenuiflorum,(Pursh) Rydb.,Fabaceae,tropicos, ,,Okay
Psoralea tenuiflora,Psoralea tenuiflora,Psoralea tenuiflora,1,Synonym,Psoralidium tenuiflorum,(Pursh) Rydb.,Fabaceae,usda, ,,Okay
Pterocarpus angolensis,Pterocarpus angolensis,Pterocarpus angolensis,1,Accepted,Pterocarpus angolensis,DC.,Fabaceae,ildis;tropicos, ,,
Pterocarya rhoifolia,Pterocarya rhoifolia,Pterocarya rhoifolia,1,Accepted,Pterocarya rhoifolia,Siebold & Zucc.,Juglandaceae,tpl;tropicos, ,,
Ptilotus obovatus,Ptilotus obovatus,Ptilotus obovatus,1,Accepted,Ptilotus obovatus,(Gaudich.) F. Muell.,Amaranthaceae,tpl;tropicos, ,,
Ptychosperma macarthurii,Ptychosperma macarthurii,Ptychosperma macarthurii,1,Accepted,Ptychosperma macarthurii,(H.Wendl. ex H.J.Veitch) H.Wendl. ex Hook.f.,Arecaceae,tpl, ,,
Ptychosperma macarthurii,Ptychosperma macarthurii,Ptychosperma macarthurii,1,Accepted,Ptychosperma macarthurii,(H. Wendl. ex H.J. Veitch) H. Wendl. ex Hook. f.,Arecaceae,tropicos, ,,
Alyxia stellata,Alyxia stellata,Alyxia stellata,1,Synonym,Pulassarium stellatum,(J.R. Forst. & G. Forst.) Kuntze,Apocynaceae,tropicos, ,,
Anemone patens,Anemone patens,Anemone patens,1,Synonym,Pulsatilla patens ssp. patens,(L.) Mill. [excluded],Ranunculaceae,usda, ,,
Quercus mongolica crispula,Quercus mongolica,Quercus mongolica,0.96,Synonym,Quercus mongolica,Fisch. ex Ledeb.,Fagaceae,tropicos, ,,"Okay, matched name brought to species level. "
Quercus rugosa,Quercus rugosa,Quercus rugosa,1,Accepted,Quercus rugosa,N?e,Fagaceae,tpl;tropicos;usda, ,,
Quercus rugosa,Quercus rugosa,Quercus rugosa,1,Synonym,Quercus spinosa subsp. miyabei,(Hayata) A.Camus,Fagaceae,tpl, ,,
Acacia peuce,Acacia peuce,Acacia peuce,1,Synonym,Racosperma peuce,(F. Muell.) Pedley,Fabaceae,tropicos, ,,
Acacia victoriae,Acacia victoriae,Acacia victoriae,1,Synonym,Racosperma victoriae,(Benth.) Pedley,Fabaceae,tropicos, ,,
Ranunculus acris,Ranunculus acris,Ranunculus acris,1,Accepted,Ranunculus acris,L.,Ranunculaceae,tpl;tropicos;usda, ,,
Ranunculus bulbosus,Ranunculus bulbosus,Ranunculus bulbosus,1,Accepted,Ranunculus bulbosus,L.,Ranunculaceae,tpl;tropicos;usda, ,,
Ranunculus peltatus,Ranunculus peltatus,Ranunculus peltatus,1,Accepted,Ranunculus peltatus,Schrank,Ranunculaceae,tpl, ,,
Ranunculus repens,Ranunculus repens,Ranunculus repens,1,Accepted,Ranunculus repens,L.,Ranunculaceae,tpl;tropicos;usda, ,,
Raphanus raphanistrum,Raphanus raphanistrum,Raphanus raphanistrum,1,Accepted,Raphanus raphanistrum,L.,Brassicaceae,tpl;tropicos;usda, ,,
Ratibida columnifera,Ratibida columnifera,Ratibida columnifera,1,Accepted,Ratibida columnifera,(Nutt.) Wooton & Standl.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:55D05800-93F1-4BA4-A311-4AB858E5164E,
Ratibida columnifera,Ratibida columnifera,Ratibida columnifera,1,Accepted,Ratibida columnifera,(Nutt.) Woot. & Standl.,Asteraceae,usda, ,,
Reinhardtia gracilis,Reinhardtia gracilis,Reinhardtia gracilis,1,Accepted,Reinhardtia gracilis,(H.Wendl.) Burret,Arecaceae,tpl, ,,
Reinhardtia gracilis,Reinhardtia gracilis,Reinhardtia gracilis,1,Accepted,Reinhardtia gracilis,(H. Wendl.) Drude ex Dammer,Arecaceae,tropicos, ,,
Reinhardtia gracilis,Reinhardtia gracilis,Reinhardtia gracilis,1,Synonym,Reinhardtia gracilis,(H.Wendl.) Burret,Arecaceae,tpl, ,,
Rheum acuminatum,Rheum acuminatum,Rheum acuminatum,1,Accepted,Rheum acuminatum,Hook. f. & Thomson,Polygonaceae,tpl;tropicos, ,,
Rhinanthus minor,Rhinanthus minor,Rhinanthus minor,1,Accepted,Rhinanthus minor,L.,Orobanchaceae,tpl;tropicos;usda, ,,
Rhizophora mangle,Rhizophora mangle,Rhizophora mangle,1,Accepted,Rhizophora mangle,L.,Rhizophoraceae,tpl;tropicos;usda, ,,
Rhododendron maximum,Rhododendron maximum,Rhododendron maximum,1,Accepted,Rhododendron maximum,L.,Ericaceae,tpl;tropicos;usda, ,,
Rhododendron ponticum,Rhododendron ponticum,Rhododendron ponticum,1,Accepted,Rhododendron ponticum,L.,Ericaceae,tpl, ,,
Rhopalostylis sapida,Rhopalostylis sapida,Rhopalostylis sapida,1,Accepted,Rhopalostylis sapida,(Sol. ex G.Forst.) H.Wendl. & Drude,Arecaceae,tpl, ,,
Rhus aromatica,Rhus aromatica,Rhus aromatica,1,Accepted,Rhus aromatica,Aiton,Anacardiaceae,tpl;tropicos;usda, ,,
Rorippa palustris,Rorippa palustris,Rorippa palustris,1,Accepted,Rorippa palustris,(L.) Besser,Brassicaceae,tpl;tropicos;usda, ,,
Rosa canina,Rosa canina,Rosa canina,1,Accepted,Rosa canina,L.,Rosaceae,tpl;tropicos;usda, ,,
Rosa multiflora,Rosa multiflora,Rosa multiflora,1,Synonym,Rosa cathayensis,(Rehder & E.H.Wilson) L.H.Bailey,Rosaceae,tpl, [Ambiguous match] ,,
Rosa multiflora,Rosa multiflora,Rosa multiflora,1,Synonym,Rosa fujisanensis,(Makino) Makino,Rosaceae,tpl, [Ambiguous match] ,,
Rosa multiflora,Rosa multiflora,Rosa multiflora,1,Accepted,Rosa multiflora,Thunb.,Rosaceae,tpl;tropicos;usda, ,,
Rosa multiflora,Rosa multiflora,Rosa multiflora,1,Synonym,Rosa x damascena,Mill.,Rosaceae,tpl, [Ambiguous match] ,,
Roupala montana,Roupala montana,Roupala montana,1,Accepted,Roupala montana,Aubl.,Proteaceae,tpl;tropicos, ,,
Rubus praecox,Rubus praecox,Rubus praecox,1,Synonym,Rubus hedycarpus subsp. praecox,(Bertol.) Focke,Rosaceae,tropicos, ,Okay,
Rubus praecox,Rubus praecox,Rubus praecox,1,Accepted,Rubus praecox,Bertol.,Rosaceae,tpl, ,,
Rubus saxatilis,Rubus saxatilis,Rubus saxatilis,1,Accepted,Rubus saxatilis,L.,Rosaceae,tpl;tropicos;usda, ,,
Rubus praecox,Rubus praecox,Do not use,1,Synonym,Rubus sulcatus,Vest,Rosaceae,tpl, ,Do not use,
Rubus ursinus,Rubus ursinus,Rubus ursinus,1,Accepted,Rubus ursinus,Cham. & Schltdl.,Rosaceae,tpl;tropicos;usda, ,,
Rumex obtusifolius,Rumex obtusifolius,Rumex obtusifolius,1,Accepted,Rumex obtusifolius,L.,Polygonaceae,tpl;tropicos;usda, ,,
Rumex rupestris,Rumex rupestris,Rumex rupestris,1,Accepted,Rumex rupestris,Le Gall,Polygonaceae,tpl, ,,
Ruppia maritima,Ruppia maritima,Ruppia maritima,1,Accepted,Ruppia maritima,L.,Ruppiaceae,tpl;tropicos;usda, ,,
Dracocephalum austriacum,Dracocephalum austriacum,Dracocephalum austriacum,1,Synonym,Ruyschiana austriaca,(L.) House,Lamiaceae,tropicos, ,,
Sabal mexicana,Sabal mexicana,Sabal mexicana,1,Accepted,Sabal mexicana,Mart.,Arecaceae,tpl;tropicos;usda, ,,
Sabal minor,Sabal minor,Sabal minor,1,Accepted,Sabal minor,(Jacq.) Pers.,Arecaceae,tpl;tropicos;usda, ,,
Sabal palmetto,Sabal palmetto,Sabal palmetto,1,Accepted,Sabal palmetto,(Walter) Lodd. ex Schult. & Schult.f.,Arecaceae,tpl, ,,
Sabal palmetto,Sabal palmetto,Sabal palmetto,1,Accepted,Sabal palmetto,(Walter) Lodd. ex Schult. & Schult. f.,Arecaceae,tropicos;usda, ,,
